date,avg_rn(mm),max_rn(mm),avg_tem(C),avg_max_tem(C),max_tem(C),avg_min_tem(C),min_tem(C),tem_range,avg_wd(m/s),max_wd(m/s),max_inst_wd(m/s),avg_rhm(%rh),min_rhm(%rh),ss_sum,sr_sum
2018-01-25,0,7.4,-9.9,-5.1,3.1,-13.9,-24.1,27.2,3.2,16.1,21.1,41,11,8.2,11.13
2018-01-24,0,8.4,-10.4,-6.5,3.8,-13.4,-23,26.8,3.5,15.9,21,38,12,9,11.5
2018-01-23,0,1.8,-6.4,0.7,7.6,-10,-19.6,27.2,4,16.5,21.7,46,11,8.4,11.08
2018-01-22,1.2,5.8,2.9,7.6,12.7,-0.6,-8.8,21.5,1.9,18.9,23,63,25,2.4,5.47
2018-01-21,0,,1.2,7.5,12.4,-3.9,-13,25.4,1.1,9.1,17.5,60,12,7.2,8.82
2018-01-20,0,0,1.2,7.7,12.9,-4.1,-9.2,22.1,1.4,9.3,13.2,64,21,6.6,8.07
2018-01-19,0,,1.3,7.3,12.6,-3,-8,20.6,1.5,9.2,13.3,55,6,8.3,9.76
2018-01-18,0,0.3,3.7,7.8,12.9,0.1,-4.8,17.7,1.8,12.3,19.3,70,16,3.1,6.52
2018-01-17,5,12.3,4.3,7.8,14.3,1.7,-2.5,16.8,1.4,14.1,17.6,87,43,2.2,4.57
2018-01-16,7,40.9,3.8,8.2,15.7,-0.8,-6.9,22.6,1.1,10.8,16,80,18,0.8,3.26
2018-01-15,0,1.4,4.4,10.8,16.2,-0.9,-7.1,23.3,1.5,12.2,19.7,70,13,7.9,8.64
2018-01-14,0,2.2,-0.3,6.7,12.9,-7,-16.8,29.7,1.3,12.9,19.5,71,18,6.8,8.67
2018-01-13,0.1,6.5,-3.1,3.1,7.7,-8.8,-16.1,23.8,1.3,11.8,16.9,69,24,6.2,7.59
2018-01-12,0,6.7,-8.5,-3.7,3.7,-13.4,-22.2,25.9,2.2,18.3,25.1,54,12,8.8,9.59
2018-01-11,0.8,21.3,-8.2,-4.3,2.3,-11.3,-19.7,22,2.7,24.5,31.4,59,18,7.7,8.1
2018-01-10,2.2,16,-4.5,-0.7,5.9,-8.1,-16.5,22.4,3,24.9,32.8,63,15,6.4,7.52
2018-01-09,1.4,11.5,-1.3,1.5,7,-3.4,-11.1,18.1,3.7,22.2,30,65,24,6.4,7.35
2018-01-08,2.4,10.5,2.3,4.8,14.1,0.1,-5,19.1,2,21.2,27.6,76,17,0.4,2.81
2018-01-07,0.5,5.6,-0.3,4.4,12.4,-6.5,-16,28.4,1,8.6,11.6,60,14,2.3,4.6
2018-01-06,0,1.9,-0.7,5.5,10.5,-5.4,-14.9,25.4,2,15.9,21.7,54,15,8.8,9.83
2018-01-05,0,4.5,-0.1,4.7,9.9,-3.4,-12.1,22,2,16.2,21.5,54,10,6.7,7.9
2018-01-04,0,5,-1.7,2.3,9.3,-5.6,-18.5,27.8,1.6,10.9,16.2,51,12,5,6.98
2018-01-03,0,3.8,-1.6,2.8,11.3,-5.3,-16.8,28.1,2.4,12.1,17.8,46,13,8.6,9.35
2018-01-02,0,0,0.2,5.8,11.5,-5.3,-12.3,23.8,1.8,11,17.8,57,14,6.6,6.89
2018-01-01,0,0,-0.4,5.2,10,-4.9,-13.1,23.1,1.9,12.5,18.1,51,12,8.7,9.31
